Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
01HU-Login-Cierre de Sesión,,,,2022-05-02 11:14:24,2022-05-02 11:39:24,"24m - 59,283s",FAILED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/01 Especificaciones Funcionales - Primer Login exitoso del Cliente,,"Si el nombre del cliente es mayor al límite máximo de caracteres que permite la resolución del dispositivo, la aplicación mostrará el nombre de usuario seguido de tres (03) puntos suspensivos (…), para indicar que continúa. No se generará una segunda línea con el nombre del usuario en ningún caso.
El límite de caracteres máximo a mostrar dependerá de la resolución del dispositivo móvil.


Precondiciones
El primer nombre del cliente será retornado por el servicio.


Datos utilizados
Cliente: 477726   Numero de documento: 3456789

LUIS AUGUSTO EMMANUEL DUARTE SANCHEZ


Pasos a seguir
Ingresar datos correctos del cliente, e iniciar sesión


Resultado Esperado
Al ingresar por primera vez en la aplicación, el texto de bienvenida expresa “¡Hola!”.

Si el usuario hace login exitoso, al cerrar sesión podrá ver en la Pantalla Login, el texto “¡Hola <Primer nombre del cliente>!”.",TET-918,2022-05-02 11:14:25,2022-05-02 11:16:05,"1m - 40,456s",PASSED
"startApplication(URL, true)",,,,2022-05-02 11:14:26,2022-05-02 11:15:20,"53,660s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-02 11:15:20,2022-05-02 11:15:30,"10,051s",PASSED
"Hola = getText(findTestObject(""Object Repository/Sprint 1/Inicio primera vez y cierre de sesion/android.widget.TextView - Hola Primer Login""), 0)",,,,2022-05-02 11:15:30,2022-05-02 11:15:31,"0,806s",PASSED
"verifyEqual(Hola, ""¡Hola!"")",,,,2022-05-02 11:15:31,2022-05-02 11:15:31,"0,015s",PASSED
"setText(findTestObject(""Object Repository/Sprint 1/Inicio primera vez y cierre de sesion/android.widget.EditText - Ejemplo 0981123456 (1)""), Numerocelular, 0)",,,,2022-05-02 11:15:31,2022-05-02 11:15:32,"1,606s",PASSED
"setText(findTestObject(""Object Repository/Sprint 1/Inicio primera vez y cierre de sesion/android.widget.EditText (2)""), Contrasena, 0)",,,,2022-05-02 11:15:32,2022-05-02 11:15:34,"1,393s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/Inicio primera vez y cierre de sesion/android.widget.Button - Ingresar (2)""), 0)",,,,2022-05-02 11:15:34,2022-05-02 11:15:35,"1,697s",PASSED
