Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"OlvidastetuContrasena = getText(findTestObject(""Sprint 1/Login/android.widget.TextView - Olvidaste tu contrasea""), 0)",,,,2022-05-23 22:26:42,2022-05-23 22:26:43,"0,616s",PASSED
"verifyEqual(OlvidastetuContrasena, ""¿Olvidaste tu contraseña?"")",,,,2022-05-23 22:26:43,2022-05-23 22:26:43,"0,002s",PASSED
"BotonIngresar = getAttribute(findTestObject(""Sprint 1/Login/android.widget.Button - Ingresar""), ""text"", 0)",,,,2022-05-23 22:26:43,2022-05-23 22:26:44,"1,277s",PASSED
"verifyEqual(BotonIngresar, ""Ingresar"")",,,,2022-05-23 22:26:44,2022-05-23 22:26:44,"0,002s",PASSED
"Registrarme = getAttribute(findTestObject(""Sprint 1/Login/android.widget.Button - Registrarme""), ""text"", 0)",,,,2022-05-23 22:26:44,2022-05-23 22:26:44,"0,588s",PASSED
"verifyEqual(Registrarme, ""Registrarme"")",,,,2022-05-23 22:26:44,2022-05-23 22:26:44,"0,002s",PASSED
"Soporte = getAttribute(findTestObject(""Sprint 1/Login/android.widget.Button - Soporte""), ""text"", 0)",,,,2022-05-23 22:26:44,2022-05-23 22:26:45,"0,495s",PASSED
"verifyEqual(Soporte, ""Soporte"")",,,,2022-05-23 22:26:45,2022-05-23 22:26:45,"0,002s",PASSED
"TextoAyuda = getAttribute(findTestObject(""Sprint 1/Login/android.widget.EditText - Ejemplo 0981123456""), ""text"", 0)",,,,2022-05-23 22:26:45,2022-05-23 22:26:46,"0,969s",PASSED
"verifyEqual(TextoAyuda, ""Ejemplo: 0981123456"")",,,,2022-05-23 22:26:46,2022-05-23 22:26:46,"0,003s",PASSED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/03Especificaciones funcionales - Botón Plano Olvidaste tu contraseña,,,,2022-05-23 22:26:46,2022-05-23 22:27:51,"1m - 4,882s",PASSED
"startApplication(URL, true)",,,,2022-05-23 22:26:47,2022-05-23 22:27:26,"39,250s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-23 22:27:26,2022-05-23 22:27:36,"10,016s",PASSED
"OlvidastetuContrasena = getText(findTestObject(""Object Repository/Sprint 1/Olvido Contrasena/android.widget.TextView - Olvidaste tu contrasena Pantalla de inicio""), 0)",,,,2022-05-23 22:27:36,2022-05-23 22:27:39,"2,806s",PASSED
"verifyEqual(OlvidastetuContrasena, ""¿Olvidaste tu contraseña?"")",,,,2022-05-23 22:27:39,2022-05-23 22:27:39,"0,002s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Olvidaste tu contrasea""), 0)",,,,2022-05-23 22:27:39,2022-05-23 22:27:40,"1,353s",PASSED
"Titulo = getText(findTestObject(""Object Repository/Sprint 1/Olvido Contrasena/android.widget.TextView - Olvidaste tu contrasea (pantalla Olvido)""), 0)",,,,2022-05-23 22:27:40,2022-05-23 22:27:42,"1,711s",PASSED
"verifyEqual(Titulo, ""¿Olvidaste tu contraseña?"")",,,,2022-05-23 22:27:42,2022-05-23 22:27:42,"0,002s",PASSED
"NumeroCedula = getText(findTestObject(""Sprint 1/Olvido Contrasena/android.widget.TextView - CI nmero""), 0)",,,,2022-05-23 22:27:42,2022-05-23 22:27:42,"0,588s",PASSED
"verifyEqual(NumeroCedula, ""CI número:"")",,,,2022-05-23 22:27:42,2022-05-23 22:27:42,"0,002s",PASSED
"TextoAyuda = getText(findTestObject(""Object Repository/Sprint 1/Olvido Contrasena/android.widget.EditText - Ejemplo 1234567""), 0)",,,,2022-05-23 22:27:42,2022-05-23 22:27:43,"0,753s",PASSED
"verifyEqual(TextoAyuda, ""Ejemplo: 1234567"")",,,,2022-05-23 22:27:43,2022-05-23 22:27:43,"0,002s",PASSED
"Nrodecelularconelqueteregistraste = getText(findTestObject(""Sprint 1/Olvido Contrasena/android.widget.TextView - Nro. de celular con el que te registraste""), 0)",,,,2022-05-23 22:27:43,2022-05-23 22:27:44,"1,235s",PASSED
"verifyEqual(Nrodecelularconelqueteregistraste, ""Nro. de celular con el que te registraste:"")",,,,2022-05-23 22:27:44,2022-05-23 22:27:44,"0,002s",PASSED
"TextoAyuda1 = getText(findTestObject(""Object Repository/Sprint 1/Olvido Contrasena/android.widget.EditText - Ejemplo 0981123456""), 0)",,,,2022-05-23 22:27:44,2022-05-23 22:27:45,"0,541s",PASSED
"verifyEqual(TextoAyuda1, ""Ejemplo: 0981123456"")",,,,2022-05-23 22:27:45,2022-05-23 22:27:45,"0,002s",PASSED
"Correoelectronicoconelqueteregistraste = getText(findTestObject(""Object Repository/Sprint 1/Olvido Contrasena/android.widget.TextView - Correo electrnico con el que te registraste""), 0)",,,,2022-05-23 22:27:45,2022-05-23 22:27:45,"0,490s",PASSED
"verifyEqual(Correoelectronicoconelqueteregistraste, ""Correo electrónico con el que te registraste:"")",,,,2022-05-23 22:27:45,2022-05-23 22:27:45,"0,002s",PASSED
"Ejemplo = getText(findTestObject(""Object Repository/Sprint 1/Olvido Contrasena/android.widget.EditText - Ejemplo ejemplogmail.com""), 0)",,,,2022-05-23 22:27:45,2022-05-23 22:27:46,"0,453s",PASSED
"verifyEqual(Ejemplo, ""Ejemplo: ejemplo@gmail.com"")",,,,2022-05-23 22:27:46,2022-05-23 22:27:46,"0,002s",PASSED
"Continuar = getText(findTestObject(""Object Repository/Sprint 1/Olvido Contrasena/android.widget.Button - Continuar""), 0)",,,,2022-05-23 22:27:46,2022-05-23 22:27:46,"0,468s",PASSED
"verifyEqual(Continuar, ""Continuar"")",,,,2022-05-23 22:27:46,2022-05-23 22:27:46,"0,002s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/Olvido Contrasena/android.widget.ImageView Boton Back superior""), 0)",,,,2022-05-23 22:27:46,2022-05-23 22:27:47,"0,515s",PASSED
"tap(findTestObject(""Sprint 1/Olvido Contrasena/android.widget.TextView - Olvidaste tu contrasena Pantalla de inicio""), 0)",,,,2022-05-23 22:27:47,2022-05-23 22:27:50,"3,552s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/Olvido Contrasena/android.widget.ImageView (boton x)""), 0)",,,,2022-05-23 22:27:50,2022-05-23 22:27:51,"0,498s",PASSED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/04 Estructura de la pantalla - Splash,,"Descripción
·         Para ver esta pantalla, el usuario debe seleccionar el Appicon de la aplicación, a continuación, se verá en pantalla el Splash por algunos segundos y posteriormente la Pantalla Login.


Precondiciones
Ninguna

Datos utilizados
Ninguna

Pasos a seguir
Al presionar el icono en el tablero, la app mostrará una imagen suministrada por el cliente, para posteriormente mostrar la pantalla del login


Resultado Esperado
Se debe visualizar correctamente el Splash antes del Login",TET-919,2022-05-23 22:27:51,2022-05-23 22:28:34,"43,625s",FAILED
"startApplication(URL, false)",,,,2022-05-23 22:27:51,2022-05-23 22:28:04,"12,685s",PASSED
"verifyElementVisible(findTestObject(""Sprint 1/Login/android.widget.ImageViewSplash""), 0)",,,,2022-05-23 22:28:04,2022-05-23 22:28:34,"30,611s",FAILED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/05 Especificaciones Funcionales - Focus,,,,2022-05-23 22:28:34,2022-05-23 22:29:14,"39,389s",PASSED
"startApplication(URL, false)",,,,2022-05-23 22:28:35,2022-05-23 22:28:49,"14,002s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-23 22:28:49,2022-05-23 22:28:59,"10,009s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.TextView - Nmero de celular""), 0, CONTINUE_ON_FAILURE)",,,,2022-05-23 22:28:59,2022-05-23 22:29:01,"2,036s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.EditText - tipear contrasea""), 0)",,,,2022-05-23 22:29:01,2022-05-23 22:29:02,"1,537s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Olvidaste tu contrasea""), 0)",,,,2022-05-23 22:29:02,2022-05-23 22:29:04,"1,700s",PASSED
"tap(findTestObject(""Sprint 1/Olvido Contrasena/android.widget.ImageView Boton Back superior""), 0)",,,,2022-05-23 22:29:04,2022-05-23 22:29:06,"1,594s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Soporte""), 0)",,,,2022-05-23 22:29:06,2022-05-23 22:29:10,"4,107s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.ImageView Back Pantalla Soporte""), 0)",,,,2022-05-23 22:29:10,2022-05-23 22:29:11,"1,417s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Registrarme""), 0)",,,,2022-05-23 22:29:11,2022-05-23 22:29:13,"1,587s",PASSED
pressBack(),,,,2022-05-23 22:29:13,2022-05-23 22:29:14,"1,098s",PASSED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/07 Especificaciones Funcionales - Campo contraseña,,,,2022-05-23 22:29:14,2022-05-23 22:31:38,"2m - 24,054s",FAILED
"startApplication(URL, false)",,,,2022-05-23 22:29:14,2022-05-23 22:29:27,"13,102s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-23 22:29:27,2022-05-23 22:29:37,"10,011s",PASSED
"clearText(findTestObject(""Sprint 1/Login/android.widget.EditText - Numero de celular login""), 0)",,,,2022-05-23 22:29:37,2022-05-23 22:30:07,"30,070s",FAILED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - Ejemplo 0981123456""), Numerocelular, 0)",,,,2022-05-23 22:30:07,2022-05-23 22:30:38,"30,111s",FAILED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - tipear contrasea""), Contrasena, 0)",,,,2022-05-23 22:30:38,2022-05-23 22:31:08,"30,139s",FAILED
"tap(findTestObject(""Sprint 1/Login/android.view.ViewGroup Ojito Ver contrasea""), 0)",,,,2022-05-23 22:31:08,2022-05-23 22:31:38,"30,163s",FAILED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/08 Especificaciones Funcionales Numero de Celular -Contraseña,,,,2022-05-23 22:31:38,2022-05-23 22:32:11,"32,799s",PASSED
"startApplication(URL, false)",,,,2022-05-23 22:31:38,2022-05-23 22:31:52,"13,470s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-23 22:31:52,2022-05-23 22:32:02,"10,009s",PASSED
"clearText(findTestObject(""Sprint 1/Login/android.widget.EditText - Numero de celular login""), 0)",,,,2022-05-23 22:32:02,2022-05-23 22:32:04,"2,044s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - Ejemplo 0981123456""), Numerocelular, 0)",,,,2022-05-23 22:32:04,2022-05-23 22:32:06,"2,357s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - tipear contrasea""), Contrasena, 0)",,,,2022-05-23 22:32:06,2022-05-23 22:32:08,"2,179s",PASSED
"checkElement(findTestObject(""Sprint 1/Login/android.widget.Button - Ingresar""), 0)",,Validar que se habilite al ingresar usuario y contrasena,,2022-05-23 22:32:08,2022-05-23 22:32:11,"2,404s",PASSED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/10 Especificaciones Funcionales para el campo numero de Celular,,"Precondiciones
Número de celular comience con los dígitos “09”

Número de celular sea seis (6), siete (7), ocho (8) o nueve (9).",TET-911,2022-05-23 22:32:11,2022-05-23 22:32:37,"26,483s",PASSED
"startApplication(URL, false)",,,,2022-05-23 22:32:11,2022-05-23 22:32:25,"14,075s",PASSED
delay(10),,,,2022-05-23 22:32:25,2022-05-23 22:32:35,"10,021s",PASSED
"NumeroCelular = getText(findTestObject(""Sprint 1/Login/android.widget.EditText - Numero de celular login""), 0)",,,,2022-05-23 22:32:35,2022-05-23 22:32:37,"2,002s",PASSED
"verifyEqual(NumeroCelular, NumeroEsperado)",,,,2022-05-23 22:32:37,2022-05-23 22:32:37,"0,002s",PASSED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/11 Especificaciones Funcionales - Login exitoso del usuario,,"Pasos a seguir
Ingresar a la aplicación y validar las descripciones detalladas en el  resultado esperado.


Resultado Esperado
Si supera las validaciones front, se enviará la información al back y se aplicarán las validaciones correspondientes.

Se debe validar que el usuario y contraseña sean correctos y coincidan.

Si no coindicen, se mostrará un mensaje de error en ventana emergente de color Mensaje de error, en la parte superior de la pantalla, con el texto “El número de celular y/o la contraseña ingresados son incorrectos.”.

Una vez iniciada la sesión se muestra la pantalla de dashboard

Al ingresar a la sesión del usuario, de forma exitosa, el sistema recordará el Número de celular predeterminadamente.",TET-909,2022-05-23 22:32:37,2022-05-23 22:33:09,"31,818s",PASSED
"startApplication(APKjose, false)",,,,2022-05-23 22:32:38,2022-05-23 22:32:50,"12,438s",PASSED
"delay(10, STOP_ON_FAILURE)",,,,2022-05-23 22:32:50,2022-05-23 22:33:00,"10,004s",PASSED
"clearText(findTestObject(""Sprint 1/Login/android.widget.EditText - Numero de celular login""), 0)",,,,2022-05-23 22:33:00,2022-05-23 22:33:03,"3,079s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - Ejemplo 0981123456""), Numerocelular, 0)",,,,2022-05-23 22:33:03,2022-05-23 22:33:05,"2,362s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - tipear contrasea""), Contrasena, 0)",,,,2022-05-23 22:33:05,2022-05-23 22:33:08,"2,173s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Ingresar""), 0)",,,,2022-05-23 22:33:08,2022-05-23 22:33:09,"1,362s",PASSED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/12Especificaciones Funcionales - Login Fallido del usuario,,,,2022-05-23 22:33:09,2022-05-23 22:34:06,"57,403s",FAILED
"startApplication(URL, false)",,,,2022-05-23 22:33:09,2022-05-23 22:33:32,"23,022s",PASSED
"delay(10, STOP_ON_FAILURE)",,,,2022-05-23 22:33:32,2022-05-23 22:33:42,"10,006s",PASSED
"clearText(findTestObject(""Sprint 1/Login/android.widget.EditText - Numero de celular login""), 0)",,,,2022-05-23 22:33:42,2022-05-23 22:33:45,"2,115s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - Ejemplo 0981123456""), numerocelular, 0)",,,,2022-05-23 22:33:45,2022-05-23 22:33:47,"2,678s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - tipear contrasea""), contrasena, 0)",,Login Fallido,,2022-05-23 22:33:47,2022-05-23 22:33:49,"1,883s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Ingresar""), 0)",,,,2022-05-23 22:33:49,2022-05-23 22:33:50,"1,316s",PASSED
"numerocontrasenaincorrecto = getText(findTestObject(""Sprint 1/inicio fallido/android.widget.TextView - mensaje contrasena incorrecta""), 0)",,,,2022-05-23 22:33:50,2022-05-23 22:33:52,"1,941s",PASSED
"verifyEqual(numerocontrasenaincorrecto, """"El número de celular y/o la contraseña ingresados son incorrectos.”."")",,,,2022-05-23 22:33:52,2022-05-23 22:33:52,"0,003s",FAILED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Ingresar""), 0)",,,,2022-05-23 22:33:52,2022-05-23 22:33:53,"0,785s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-23 22:33:53,2022-05-23 22:34:03,"10,012s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Ingresar""), 0)",,,,2022-05-23 22:34:03,2022-05-23 22:34:05,"1,281s",PASSED
"UsuarioBloqueado = getText(findTestObject(""Sprint 1/inicio fallido/android.widget.TextView - Ups Se bloque tu contrasea. Para poder reingresar pods restaurarla""), 0)",,,,2022-05-23 22:34:05,2022-05-23 22:34:06,"1,920s",PASSED
"verifyEqual(UsuarioBloqueado, ""Ups! Se bloqueó tu contraseña. Para poder reingresar podés restaurarla."")",,,,2022-05-23 22:34:06,2022-05-23 22:34:06,"0,002s",FAILED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/13 Especificaciones funcionales - Cierre de Sesión,,"Precondiciones
La pantalla de cierre de sesión se muestran en dos momentos: 

 Para ver esta pantalla el usuario debe cerrar sesión a través del botón Cerrar sesión ubicado en la parte superior del menú lateral de Android o en la parte superior de la opción Menú de iOS.

La pantalla se presenta cuando se cumple el tiempo de inactividad y el sistema cierra la sesión de forma automática

·         No se muestra ningún mensaje informativo o pop up de confirmación antes de ejecutar el cierre de sesión.


Datos utilizados
Ninguna

Pasos a seguir
Cerrar sesión del cliente de manera manual

Validar el tiempo de inactividad.


Resultado Esperado
·         El ícono de confirmación es una imagen definida para este fin.

·         El texto informativo 1 indica lo siguiente: “Sesión cerrada correctamente”.

·         El texto informativo 2 indica lo siguiente “Por favor ingresá nuevamente”.

·         Al seleccionar el botón Ingresar se muestra la Pantalla Login.

·         El back nativo del sistema operativo muestra un pop up con los siguientes elementos:

Mensaje con el texto “¿Estás seguro de querer salir de la aplicación?”.

 Botón No.    Botón Sí.

 El botón No mantiene al usuario en la Pantalla Cierre de sesión.

 El botón Sí, se cierra la aplicación móvil.",TET-900,2022-05-23 22:34:06,2022-05-23 22:37:05,"2m - 58,969s",FAILED
"callTestCase(findTestCase(""Sprint 1/01HU-Login-Cierre de Sesión/11 Especificaciones Funcionales - Login exitoso del usuario""), [""NumeroCelular"":findTestData(""Usuarios"").getValue(1, 1), ""Contrasena"":findTestData(""Usuarios"").getValue(2, 1)], CONTINUE_ON_FAILURE)",,,,2022-05-23 22:34:07,2022-05-23 22:35:35,"1m - 28,186s",FAILED
"tap(findTestObject(""Object Repository/Sprint 1/cierre de sesion/android.widget.ImageView Menu hamburguesa Inferior""), 0)",,,,2022-05-23 22:35:35,2022-05-23 22:36:05,"30,165s",FAILED
"tap(findTestObject(""Object Repository/Sprint 1/cierre de sesion/android.widget.ImageView Icono salir superior""), 0)",,,,2022-05-23 22:36:05,2022-05-23 22:36:35,"30,184s",FAILED
"tap(findTestObject(""Sprint 1/cierre de sesion/android.widget.Button - SI (cerrar sesion)""), 0)",,,,2022-05-23 22:36:35,2022-05-23 22:37:05,"30,131s",FAILED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/14 Cierre de Sesion - Tiempo de Inactividad,,,,2022-05-23 22:37:05,2022-05-23 22:43:07,"6m - 1,241s",FAILED
"startApplication(URL, false)",,,,2022-05-23 22:37:06,2022-05-23 22:37:18,"12,392s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-23 22:37:18,2022-05-23 22:37:28,"10,010s",PASSED
"clearText(findTestObject(""Sprint 1/Login/android.widget.EditText - Numero de celular login""), 0)",,,,2022-05-23 22:37:28,2022-05-23 22:37:30,"1,989s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - Ejemplo 0981123456""), Numerocelular, 0)",,,,2022-05-23 22:37:30,2022-05-23 22:37:33,"2,628s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - tipear contrasea""), Contrasena, 0)",,,,2022-05-23 22:37:33,2022-05-23 22:37:35,"1,881s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/cierre de sesion/android.widget.Button - Ingresar""), 0)",,,,2022-05-23 22:37:35,2022-05-23 22:37:36,"1,859s",PASSED
"delay(300, CONTINUE_ON_FAILURE)",,,,2022-05-23 22:37:36,2022-05-23 22:42:36,"5m - 0,012s",PASSED
"MensajeInactividad = getText(findTestObject(""Sprint 1/cierre de sesion/android.widget.TextView - Sesin cerrada por inactividad. Ingres de nuevo""), 0)",,,,2022-05-23 22:42:36,2022-05-23 22:43:07,"30,150s",FAILED
"verifyEqual(MensajeInactividad, ""Sesión cerrada por inactividad. Ingresá de nuevo."")",,,,2022-05-23 22:43:07,2022-05-23 22:43:07,"0,002s",FAILED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/15 Cerrar sesión del cliente desde la pantalla Dashboard,,"Precondiciones
La pantalla de cierre de sesión se muestran en dos momentos: 

 Para ver esta pantalla el usuario debe cerrar sesión a través del botón Cerrar sesión ubicado en la parte superior del menú lateral de Android o en la parte superior de la opción Menú de iOS.

La pantalla se presenta cuando se cumple el tiempo de inactividad y el sistema cierra la sesión de forma automática

·         No se muestra ningún mensaje informativo o pop up de confirmación antes de ejecutar el cierre de sesión.


Datos utilizados
Ninguna

Pasos a seguir
Cerrar sesión del cliente de manera manual

Validar el tiempo de inactividad.


Resultado Esperado
·         El ícono de confirmación es una imagen definida para este fin.

·         El texto informativo 1 indica lo siguiente: “Sesión cerrada correctamente”.

·         El texto informativo 2 indica lo siguiente “Por favor ingresá nuevamente”.

·         Al seleccionar el botón Ingresar se muestra la Pantalla Login.

·         El back nativo del sistema operativo muestra un pop up con los siguientes elementos:

Mensaje con el texto “¿Estás seguro de querer salir de la aplicación?”.

 Botón No.    Botón Sí.

 El botón No mantiene al usuario en la Pantalla Cierre de sesión.

 El botón Sí, se cierra la aplicación móvil.",TET-900,2022-05-23 22:43:07,2022-05-23 22:43:59,"52,362s",PASSED
"startApplication(URL, false)",,,,2022-05-23 22:43:07,2022-05-23 22:43:19,"12,294s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-23 22:43:19,2022-05-23 22:43:29,"10,013s",PASSED
"clearText(findTestObject(""Sprint 1/Login/android.widget.EditText - Numero de celular login""), 0)",,,,2022-05-23 22:43:29,2022-05-23 22:43:31,"2,040s",PASSED
