Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
02 HU- Soporte,,,,2022-05-24 00:02:11,2022-05-24 00:09:53,"7m - 42,344s",FAILED
,,,,,,,
Test Cases/Sprint 1/02HU-Soporte/20 Estructura de la pantalla - Pantalla de Soporte,,"Para ingresar a esta pantalla el usuario debe seleccionar el botón plano Soporte presente en la Pantalla Login, o seleccionar la opción Soporte en el menú principal de la App.


Datos utilizados
Ninguna

Pasos a seguir
Ninguna

Resultado Esperado
·         La pantalla cuenta con los siguientes elementos:

 Header con el nombre que la identifica “Soporte”.

Botón de flecha para regresar.

Lista de opciones disponibles:

Preguntas frecuentes.

 Bases y condiciones.

Seguridad.

Texto informativo con los datos de la App y del dispositivo",TET-830,2022-05-24 00:02:11,2022-05-24 00:06:44,"4m - 33,360s",FAILED
"startApplication(URL, false)",,,,2022-05-24 00:02:12,2022-05-24 00:02:34,"22,137s",PASSED
"delay(10, STOP_ON_FAILURE)",,,,2022-05-24 00:02:34,2022-05-24 00:02:44,"10,032s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Soporte""), 0)",,,,2022-05-24 00:02:44,2022-05-24 00:03:14,"30,115s",FAILED
"SoporteTitulo = getText(findTestObject(""Sprint 1/Soporte/android.widget.TextView - Soporte Titulo""), 0)",,,,2022-05-24 00:03:14,2022-05-24 00:03:44,"30,204s",FAILED
"verifyEqual(SoporteTitulo, ""Soporte"")",,,,2022-05-24 00:03:44,2022-05-24 00:03:44,"0,020s",FAILED
"PreguntasFrecuentes = getText(findTestObject(""Sprint 1/Soporte/android.widget.TextView - Preguntas frecuentes""), 0)",,,,2022-05-24 00:03:44,2022-05-24 00:04:14,"30,081s",FAILED
"verifyEqual(PreguntasFrecuentes, ""Preguntas frecuentes"")",,,,2022-05-24 00:04:14,2022-05-24 00:04:14,"0,005s",FAILED
"Basesycondiciones = getText(findTestObject(""Sprint 1/Soporte/android.widget.TextView - Bases y condiciones (1)""), 0)",,,,2022-05-24 00:04:14,2022-05-24 00:04:44,"30,126s",FAILED
"verifyEqual(Basesycondiciones, ""Bases y condiciones"")",,,,2022-05-24 00:04:45,2022-05-24 00:04:45,"0,003s",FAILED
"Seguridad = getText(findTestObject(""Sprint 1/Soporte/android.widget.TextView - Seguridad""), 0)",,,,2022-05-24 00:04:45,2022-05-24 00:05:15,"30,399s",FAILED
"verifyEqual(Seguridad, ""Seguridad"")",,,,2022-05-24 00:05:15,2022-05-24 00:05:15,"0,003s",FAILED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.ImageView Boton Back""), 0)",,,,2022-05-24 00:05:15,2022-05-24 00:05:45,"30,072s",FAILED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.Button - Soporte pantalla de inicio""), 0)",,,,2022-05-24 00:05:45,2022-05-24 00:06:15,"30,105s",FAILED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.ImageView boton compartir""), 0)",,,,2022-05-24 00:06:15,2022-05-24 00:06:44,"28,434s",FAILED
"Textocompartir = getText(findTestObject(""Sprint 1/Soporte/android.widget.TextView - Se copi la informacin de esta versin en tu dispositivo""), 0)",,,,2022-05-24 00:06:44,2022-05-24 00:06:44,"0,854s",FAILED
"verifyEqual(Textocompartir, ""Se copió la información de esta versión en tu dispositivo."")",,,,2022-05-24 00:06:44,2022-05-24 00:06:44,"0,008s",FAILED
,,,,,,,
Test Cases/Sprint 1/02HU-Soporte/21 Especificaciones Funcionales - Pantalla Soporte desde la opción Soporte del menú principal de la App,,"El usuario debe poder ingresar a esta pantalla seleccionando el botón plano Soporte presente en la Pantalla Login, o seleccionando la opción Soporte en el menú principal de la App.",Pantalla de Soporte,2022-05-24 00:06:44,2022-05-24 00:07:16,"31,169s",FAILED
"startApplication(URL, false)",,,,2022-05-24 00:06:45,2022-05-24 00:07:05,"20,194s",FAILED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-24 00:07:05,2022-05-24 00:07:15,"10,008s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.Button - Soporte pantalla de inicio""), 0)",,,,2022-05-24 00:07:15,2022-05-24 00:07:15,"0,153s",FAILED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.ImageView Boton Back""), 0)",,,,2022-05-24 00:07:15,2022-05-24 00:07:16,"0,156s",FAILED
,,,,,,,
Test Cases/Sprint 1/02HU-Soporte/22 Especificaciones Funcionales - Validar las opciones en la pantalla de soporte,,"- Al seleccionar sobre la opción Preguntas frecuentes, se muestra la Pantalla Preguntas frecuentes.
2- Al seleccionar sobre la opción Términos y condiciones, se muestra la Pantalla Términos y condiciones.
3- Al seleccionar sobre la opción Seguridad, se muestra la Pantalla Seguridad.

El back nativo del sistema operativo regresa al usuario a la pantalla desde la que invocó la opción.

El texto mostrado en la pantalla es configurado por Spotlight.",TET-828,2022-05-24 00:07:16,2022-05-24 00:07:47,"31,923s",FAILED
"startApplication(URL, true)",,,,2022-05-24 00:07:16,2022-05-24 00:07:36,"20,305s",FAILED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-24 00:07:36,2022-05-24 00:07:46,"10,015s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Soporte""), 0)",,,,2022-05-24 00:07:46,2022-05-24 00:07:47,"0,162s",FAILED
