Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
02 HU- Soporte,,,,2022-05-27 12:07:34,2022-05-27 12:14:22,"6m - 47,976s",PASSED
,,,,,,,
Test Cases/Sprint 1/02HU-Soporte/20 Estructura de la pantalla - Pantalla de Soporte,,"Para ingresar a esta pantalla el usuario debe seleccionar el botón plano Soporte presente en la Pantalla Login, o seleccionar la opción Soporte en el menú principal de la App.


Datos utilizados
Ninguna

Pasos a seguir
Ninguna

Resultado Esperado
·         La pantalla cuenta con los siguientes elementos:

 Header con el nombre que la identifica “Soporte”.

Botón de flecha para regresar.

Lista de opciones disponibles:

Preguntas frecuentes.

 Bases y condiciones.

Seguridad.

Texto informativo con los datos de la App y del dispositivo",TET-830,2022-05-27 12:07:34,2022-05-27 12:08:21,"46,636s",PASSED
"startApplication(URL, false)",,,,2022-05-27 12:07:36,2022-05-27 12:07:58,"22,708s",PASSED
"delay(10, STOP_ON_FAILURE)",,,,2022-05-27 12:07:58,2022-05-27 12:08:08,"10,033s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Soporte""), 0)",,,,2022-05-27 12:08:08,2022-05-27 12:08:11,"2,282s",PASSED
"SoporteTitulo = getText(findTestObject(""Sprint 1/Soporte/android.widget.TextView - Soporte Titulo""), 0)",,,,2022-05-27 12:08:11,2022-05-27 12:08:12,"1,519s",PASSED
"verifyEqual(SoporteTitulo, ""Soporte"")",,,,2022-05-27 12:08:12,2022-05-27 12:08:12,"0,013s",PASSED
"PreguntasFrecuentes = getText(findTestObject(""Sprint 1/Soporte/android.widget.TextView - Preguntas frecuentes""), 0)",,,,2022-05-27 12:08:12,2022-05-27 12:08:13,"0,701s",PASSED
"verifyEqual(PreguntasFrecuentes, ""Preguntas frecuentes"")",,,,2022-05-27 12:08:13,2022-05-27 12:08:13,"0,003s",PASSED
"Basesycondiciones = getText(findTestObject(""Sprint 1/Soporte/android.widget.TextView - Bases y condiciones (1)""), 0)",,,,2022-05-27 12:08:13,2022-05-27 12:08:14,"1,065s",PASSED
"verifyEqual(Basesycondiciones, ""Bases y condiciones"")",,,,2022-05-27 12:08:14,2022-05-27 12:08:14,"0,002s",PASSED
"Seguridad = getText(findTestObject(""Sprint 1/Soporte/android.widget.TextView - Seguridad""), 0)",,,,2022-05-27 12:08:14,2022-05-27 12:08:14,"0,605s",PASSED
"verifyEqual(Seguridad, ""Seguridad"")",,,,2022-05-27 12:08:14,2022-05-27 12:08:14,"0,002s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.ImageView Boton Back""), 0)",,,,2022-05-27 12:08:14,2022-05-27 12:08:16,"1,120s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.Button - Soporte pantalla de inicio""), 0)",,,,2022-05-27 12:08:16,2022-05-27 12:08:19,"2,962s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.ImageView boton compartir""), 0)",,,,2022-05-27 12:08:19,2022-05-27 12:08:21,"2,140s",PASSED
"Textocompartir = getText(findTestObject(""Sprint 1/Soporte/android.widget.TextView - Se copi la informacin de esta versin en tu dispositivo""), 0)",,,,2022-05-27 12:08:21,2022-05-27 12:08:21,"0,414s",PASSED
"verifyEqual(Textocompartir, ""Se copió la información de esta versión en tu dispositivo."")",,,,2022-05-27 12:08:21,2022-05-27 12:08:21,"0,002s",PASSED
,,,,,,,
Test Cases/Sprint 1/02HU-Soporte/21 Especificaciones Funcionales - Pantalla Soporte desde la opción Soporte del menú principal de la App,,"El usuario debe poder ingresar a esta pantalla seleccionando el botón plano Soporte presente en la Pantalla Login, o seleccionando la opción Soporte en el menú principal de la App.",Pantalla de Soporte,2022-05-27 12:08:21,2022-05-27 12:08:47,"26,108s",PASSED
"startApplication(URL, false)",,,,2022-05-27 12:08:21,2022-05-27 12:08:34,"12,253s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-27 12:08:34,2022-05-27 12:08:44,"10,003s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.Button - Soporte pantalla de inicio""), 0)",,,,2022-05-27 12:08:44,2022-05-27 12:08:46,"1,921s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.ImageView Boton Back""), 0)",,,,2022-05-27 12:08:46,2022-05-27 12:08:47,"1,577s",PASSED
