Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
03 HU-Dashboard,,,,2022-05-24 00:10:19,2022-05-24 00:28:43,"18m - 24,638s",FAILED
,,,,,,,
Test Cases/Sprint 1/03HU-Dashboard/27 Validar pantalla de Dashboard,,"na vez realizado el login exitoso se debe visualizar la pantalla de Dashboard. o al seleccionar el menú Mis productos.

La pantalla cuenta con los siguientes elementos:

Header de la pantalla con el texto que la identifica “Mis productos”.

Slider principal, contiene los siguientes elementos:

Slider 1.

Botón flecha hacia abajo 1.

Barra de subtítulos “Todos mis productos”.

Listado de productos asociados al usuario",TET-842,2022-05-24 00:11:58,2022-05-24 00:12:29,"30,780s",FAILED
"callTestCase(findTestCase(""Sprint 1/01HU-Login-Cierre de Sesión/11 Especificaciones Funcionales - Login exitoso del usuario""), [""NumeroCelular"":findTestData(""Usuarios"").getValue(1, 1), ""Contrasena"":findTestData(""Usuarios"").getValue(2, 1)], CONTINUE_ON_FAILURE)",,,,2022-05-24 00:11:58,2022-05-24 00:12:29,"30,623s",FAILED
"Misproductos = getText(findTestObject(""Sprint 1/dasboard/android.widget.TextView - Mis productos titulo pantalla""), 0)",,,,2022-05-24 00:12:29,2022-05-24 00:12:29,"0,095s",PASSED
,,,,,,,
Test Cases/Sprint 1/03HU-Dashboard/28 Dashboard,,"Se elimina punto relacionado con el ícono de tres puntos. El ícono de tres puntos se ocultó para este Sprint. Observación para QA.

La slider 1 muestra el resumen de saldos del cliente.

La descripción de la slider 1 se refleja en la sección Pantalla Resumen de saldos

Al seleccionar el botón flecha hacia abajo 1, con la slider 1 activa, el botón de flecha cambia de posición hacia arriba y despliega la slider hacia abajo con la animación correspondiente, mostrando al usuario la Pantalla Resumen de saldos.
o   La slider 1 se despliega sobre el listado de productos y el resto de los elementos en la pantalla.

Los productos del cliente se mostrarán en forma de renglones en la pantalla, bajo la barra de subtítulos Todos mis productos.

El usuario podrá hacer scroll en la pantalla para ver todos los productos.

El scroll se debe aplicar sobre toda la pantalla, incluyendo la sección verde superior.",TET-839,2022-05-24 00:14:02,2022-05-24 00:14:32,"30,695s",FAILED
"callTestCase(findTestCase(""Sprint 1/01HU-Login-Cierre de Sesión/11 Especificaciones Funcionales - Login exitoso del usuario""), [""NumeroCelular"":findTestData(""Usuarios"").getValue(1, 1), ""Contrasena"":findTestData(""Usuarios"").getValue(2, 1)], CONTINUE_ON_FAILURE)",,,,2022-05-24 00:14:02,2022-05-24 00:14:32,"30,585s",FAILED
"tap(findTestObject(""Sprint 1/dasboard/android.view.ViewGroup flecha hacia abajo""), 0)",,,,2022-05-24 00:14:32,2022-05-24 00:14:32,"0,090s",PASSED
,,,,,,,
Test Cases/Sprint 1/03HU-Dashboard/29 Dashboard - Ingresar con un cliente que posea Caja de ahorro,,"1- Alias completo del producto > Alineado a la izquierda.

 Número del producto > Alineado a la izquierda, bajo el alias.

 Monto, acompañado del tipo de moneda > Alineado a la derecha.

 Texto con descripción del monto > Alineado a la derecha, bajo el monto.",TET-838,2022-05-24 00:16:04,2022-05-24 00:16:34,"30,302s",FAILED
"startApplication(""C:\Users\Jose_Arrieta\Desktop\JA\Proyectos\Automatizacion de pruebas\APK para inicio\crtopyinfinitymobilebanking-release (8).apk"", false)",,,,2022-05-24 00:16:04,2022-05-24 00:16:24,"20,180s",FAILED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-24 00:16:24,2022-05-24 00:16:34,"10,014s",PASSED
"clearText(findTestObject(""Sprint 1/Login/android.widget.EditText - Campo numero de celular en Blanco""), 0)",,,,2022-05-24 00:16:34,2022-05-24 00:16:34,"0,078s",PASSED
,,,,,,,
