Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
01HU-Login-Cierre de Sesión,,,,2022-05-26 08:50:56,2022-05-26 09:31:40,"40m - 43,884s",FAILED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/01 Especificaciones Funcionales - Primer Login exitoso del Cliente,,"Si el nombre del cliente es mayor al límite máximo de caracteres que permite la resolución del dispositivo, la aplicación mostrará el nombre de usuario seguido de tres (03) puntos suspensivos (…), para indicar que continúa. No se generará una segunda línea con el nombre del usuario en ningún caso.
El límite de caracteres máximo a mostrar dependerá de la resolución del dispositivo móvil.


Precondiciones
El primer nombre del cliente será retornado por el servicio.


Datos utilizados
Cliente: 477726   Numero de documento: 3456789

LUIS AUGUSTO EMMANUEL DUARTE SANCHEZ


Pasos a seguir
Ingresar datos correctos del cliente, e iniciar sesión


Resultado Esperado
Al ingresar por primera vez en la aplicación, el texto de bienvenida expresa “¡Hola!”.

Si el usuario hace login exitoso, al cerrar sesión podrá ver en la Pantalla Login, el texto “¡Hola <Primer nombre del cliente>!”.",TET-918,2022-05-26 08:50:56,2022-05-26 08:52:41,"1m - 45,100s",PASSED
"startApplication(URL, true)",,,,2022-05-26 08:50:58,2022-05-26 08:51:50,"51,870s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-26 08:51:50,2022-05-26 08:52:00,"10,054s",PASSED
"Hola = getText(findTestObject(""Object Repository/Sprint 1/Inicio primera vez y cierre de sesion/android.widget.TextView - Hola Primer Login""), 0)",,,,2022-05-26 08:52:00,2022-05-26 08:52:03,"2,471s",PASSED
"verifyEqual(Hola, ""¡Hola!"")",,,,2022-05-26 08:52:03,2022-05-26 08:52:03,"0,023s",PASSED
"setText(findTestObject(""Object Repository/Sprint 1/Inicio primera vez y cierre de sesion/android.widget.EditText - Ejemplo 0981123456 (1)""), Numerocelular, 0)",,,,2022-05-26 08:52:03,2022-05-26 08:52:05,"2,148s",PASSED
"setText(findTestObject(""Object Repository/Sprint 1/Inicio primera vez y cierre de sesion/android.widget.EditText (2)""), Contrasena, 0)",,,,2022-05-26 08:52:05,2022-05-26 08:52:07,"2,019s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/Inicio primera vez y cierre de sesion/android.widget.Button - Ingresar (2)""), 0)",,,,2022-05-26 08:52:07,2022-05-26 08:52:08,"1,259s",PASSED
"tap(findTestObject(""Sprint 1/Inicio primera vez y cierre de sesion/android.widget.Button - NO (1)""), 0)",,,,2022-05-26 08:52:08,2022-05-26 08:52:29,"21,018s",PASSED
"tap(findTestObject(""Sprint 1/Inicio primera vez y cierre de sesion/android.widget.ImageView""), 0)",,,,2022-05-26 08:52:29,2022-05-26 08:52:31,"1,662s",PASSED
"tap(findTestObject(""Sprint 1/cierre de sesion/android.widget.ImageView Icono salir superior""), 0)",,,,2022-05-26 08:52:31,2022-05-26 08:52:34,"2,676s",PASSED
"tap(findTestObject(""Sprint 1/cierre de sesion/android.widget.Button - SI (cerrar sesion)""), 0)",,,,2022-05-26 08:52:34,2022-05-26 08:52:34,"0,696s",PASSED
"SILVIA = getText(findTestObject(""Sprint 1/Inicio primera vez y cierre de sesion/android.widget.TextView -  NombreUsuario""), 0)",,,,2022-05-26 08:52:34,2022-05-26 08:52:41,"6,886s",PASSED
"verifyEqual(Nombredeusuario, findTestData(""Usuarios"").getValue(4, 1))",,,,2022-05-26 08:52:41,2022-05-26 08:52:41,"0,084s",PASSED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/02Estructura de la pantalla - Pantalla de Login,,"La pantalla cuenta con los siguientes elementos:

Encabezado de la pantalla con banner principal.

Texto de bienvenida “¡Hola!”.

 Número de celular (Campo de texto).

Contraseña (Campo de texto).

 Icono de mostrar contraseña.

 ¿Olvidaste tu contraseña? (Botón plano).

Ingresar (Botón).

 Menú inferior:  Soporte (Botón plano).

El campo Número de celular muestra el texto de ayuda “Ejemplo: 0981748291”.",TET-920,2022-05-26 08:52:41,2022-05-26 08:53:12,"30,528s",PASSED
"startApplication(URL, false)",,,,2022-05-26 08:52:42,2022-05-26 08:52:56,"14,099s",PASSED
"delay(5, CONTINUE_ON_FAILURE)",,,,2022-05-26 08:52:56,2022-05-26 08:53:01,"5,007s",PASSED
"clearText(findTestObject(""Sprint 1/Login/android.widget.EditText - Numero de celular login""), 0)",,,,2022-05-26 08:53:01,2022-05-26 08:53:04,"2,363s",PASSED
"Banner = getAttribute(findTestObject(""Sprint 1/Login/android.widget.ImageView.Banner""), ""resource-id"", 0)",,,,2022-05-26 08:53:04,2022-05-26 08:53:05,"1,429s",PASSED
"verifyMatch(Banner, ""com.verticalapps.KonyMobileBanking:id/imgKonyLogo"", false)",,,,2022-05-26 08:53:05,2022-05-26 08:53:05,"0,017s",PASSED
"Hola = getText(findTestObject(""Sprint 1/Login/android.widget.TextView - Hola (1)""), 0, CONTINUE_ON_FAILURE)",,,,2022-05-26 08:53:05,2022-05-26 08:53:06,"0,910s",PASSED
"verifyEqual(Hola, ""¡Hola"")",,,,2022-05-26 08:53:06,2022-05-26 08:53:06,"0,003s",PASSED
"NumerodeCelular = getText(findTestObject(""Sprint 1/Login/android.widget.TextView - Nmero de celular""), 0)",,,,2022-05-26 08:53:06,2022-05-26 08:53:07,"0,827s",PASSED
"verifyEqual(NumerodeCelular, ""Número de celular:"")",,,,2022-05-26 08:53:07,2022-05-26 08:53:07,"0,003s",PASSED
"Contrasena = getText(findTestObject(""Sprint 1/Login/android.widget.TextView - Contrasea""), 0)",,,,2022-05-26 08:53:07,2022-05-26 08:53:08,"0,828s",PASSED
"verifyEqual(Contrasena, ""Contraseña:"")",,,,2022-05-26 08:53:08,2022-05-26 08:53:08,"0,003s",PASSED
"IconoContrasena = getAttribute(findTestObject(""Sprint 1/Login/android.widget.ImageView.IconoMostrarContraseña""), ""resource-id"", 0)",,,,2022-05-26 08:53:08,2022-05-26 08:53:09,"0,807s",PASSED
"verifyMatch(IconoContrasena, ""com.verticalapps.KonyMobileBanking:id/imgPwdVisiblityToggle"", false)",,,,2022-05-26 08:53:09,2022-05-26 08:53:09,"0,003s",PASSED
"OlvidastetuContrasena = getText(findTestObject(""Sprint 1/Login/android.widget.TextView - Olvidaste tu contrasea""), 0)",,,,2022-05-26 08:53:09,2022-05-26 08:53:09,"0,644s",PASSED
"verifyEqual(OlvidastetuContrasena, ""¿Olvidaste tu contraseña?"")",,,,2022-05-26 08:53:09,2022-05-26 08:53:09,"0,002s",PASSED
"BotonIngresar = getAttribute(findTestObject(""Sprint 1/Login/android.widget.Button - Ingresar""), ""text"", 0)",,,,2022-05-26 08:53:09,2022-05-26 08:53:10,"0,867s",PASSED
"verifyEqual(BotonIngresar, ""Ingresar"")",,,,2022-05-26 08:53:10,2022-05-26 08:53:10,"0,003s",PASSED
"Registrarme = getAttribute(findTestObject(""Sprint 1/Login/android.widget.Button - Registrarme""), ""text"", 0)",,,,2022-05-26 08:53:10,2022-05-26 08:53:11,"0,563s",PASSED
"verifyEqual(Registrarme, ""Registrarme"")",,,,2022-05-26 08:53:11,2022-05-26 08:53:11,"0,003s",PASSED
"Soporte = getAttribute(findTestObject(""Sprint 1/Login/android.widget.Button - Soporte""), ""text"", 0)",,,,2022-05-26 08:53:11,2022-05-26 08:53:11,"0,519s",PASSED
"verifyEqual(Soporte, ""Soporte"")",,,,2022-05-26 08:53:11,2022-05-26 08:53:11,"0,002s",PASSED
"TextoAyuda = getAttribute(findTestObject(""Sprint 1/Login/android.widget.EditText - Ejemplo 0981123456""), ""text"", 0)",,,,2022-05-26 08:53:11,2022-05-26 08:53:12,"0,520s",PASSED
"verifyEqual(TextoAyuda, ""Ejemplo: 0981123456"")",,,,2022-05-26 08:53:12,2022-05-26 08:53:12,"0,002s",PASSED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/03Especificaciones funcionales - Botón Plano Olvidaste tu contraseña,,,,2022-05-26 08:53:12,2022-05-26 08:54:30,"1m - 18,338s",PASSED
"startApplication(URL, true)",,,,2022-05-26 08:53:13,2022-05-26 08:54:03,"49,946s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-26 08:54:03,2022-05-26 08:54:13,"10,013s",PASSED
"OlvidastetuContrasena = getText(findTestObject(""Object Repository/Sprint 1/Olvido Contrasena/android.widget.TextView - Olvidaste tu contrasena Pantalla de inicio""), 0)",,,,2022-05-26 08:54:13,2022-05-26 08:54:16,"3,292s",PASSED
"verifyEqual(OlvidastetuContrasena, ""¿Olvidaste tu contraseña?"")",,,,2022-05-26 08:54:16,2022-05-26 08:54:16,"0,002s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Olvidaste tu contrasea""), 0)",,,,2022-05-26 08:54:16,2022-05-26 08:54:17,"1,227s",PASSED
