Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
06 HU- Detalle de cuotas (Prestamo),,,,2022-05-24 15:17:32,2022-05-24 15:36:38,"19m - 5,846s",FAILED
,,,,,,,
"Test Cases/Sprint 1/05HU-Detalle de productos/54 Detalle de cuentas - Consulta de movimientos, cliente sin movimientos",,"Una vez se cargan todos los datos y transacciones en los listados, se oculta el showloading.

En caso que la cuenta no tenga operaciones pendientes o movimientos, no se mostrará la barra de subtítulo correspondiente, en pantalla.",TET-888,2022-05-24 15:17:32,2022-05-24 15:18:33,"1m - 0,152s",PASSED
"callTestCase(findTestCase(""Sprint 1/01HU-Login-Cierre de Sesión/11 Especificaciones Funcionales - Login exitoso del usuario""), [""NumeroCelular"":findTestData(""Usuarios"").getValue(1, 1), ""Contrasena"":findTestData(""Usuarios"").getValue(2, 1)], CONTINUE_ON_FAILURE)",,,,2022-05-24 15:17:33,2022-05-24 15:18:12,"39,430s",PASSED
"tap(findTestObject(""Sprint 1/dasboard/android.widget.ImageView icono inferior menu""), 0)",,,,2022-05-24 15:18:12,2022-05-24 15:18:33,"20,290s",PASSED
,,,,,,,
Test Cases/Sprint 1/05HU-Detalle de productos/55 Consulta de Movimientos opciones de expandir y contraer,,"odos los listados se muestran desplegados por defecto.
1- Al seleccionar sobre el ícono de flecha hacia arriba, de cualquiera de las barras de subtítulo, se pliega el listado correspondiente, y el ícono de flecha cambia de dirección hacia abajo.
1.1- El resto de los elementos, posteriores a esa barra, cambia de posición en pantalla.",TET-887,2022-05-24 15:21:39,2022-05-24 15:22:40,"1m - 1,019s",FAILED
"callTestCase(findTestCase(""Sprint 1/01HU-Login-Cierre de Sesión/11 Especificaciones Funcionales - Login exitoso del usuario""), [""NumeroCelular"":findTestData(""Usuarios"").getValue(1, 1), ""Contrasena"":findTestData(""Usuarios"").getValue(2, 1)], CONTINUE_ON_FAILURE)",,,,2022-05-24 15:21:39,2022-05-24 15:22:09,"30,514s",PASSED
"tap(findTestObject(""Sprint 1/dasboard/android.widget.TextView - Caja de ahorros""), 0)",,,,2022-05-24 15:22:09,2022-05-24 15:22:40,"30,495s",FAILED
,,,,,,,
Test Cases/Sprint 1/05HU-Detalle de productos/56 Scroll -Ingresar con un cliente que posea varias transacciones,,"El usuario podrá hacer scroll en la pantalla para ver todas las operaciones en caso de ser requerido.

El scroll se aplica solo sobre el listado de las transacciones. La sección superior se muestra estática.


Resultado Obtenido",TET-886,2022-05-24 15:22:40,2022-05-24 15:23:10,"30,506s",PASSED
"callTestCase(findTestCase(""Sprint 1/01HU-Login-Cierre de Sesión/11 Especificaciones Funcionales - Login exitoso del usuario""), [""NumeroCelular"":findTestData(""Usuarios"").getValue(1, 1), ""Contrasena"":findTestData(""Usuarios"").getValue(2, 1)], CONTINUE_ON_FAILURE)",,,,2022-05-24 15:22:40,2022-05-24 15:23:10,"30,120s",PASSED
,,,,,,,
Test Cases/Sprint 1/05HU-Detalle de productos/57 Falla de Conexión en la pantalla Resumen de cuenta y Detalle de cuentas,,"El back nativo del sistema operativo, regresa al usuario a la Pantalla Dashboard.

Al seleccionar el botón Editar, se muestra al usuario la Pantalla Personalizar producto.",TET-884,2022-05-24 15:23:10,2022-05-24 15:23:50,"39,387s",PASSED
"callTestCase(findTestCase(""Sprint 1/01HU-Login-Cierre de Sesión/11 Especificaciones Funcionales - Login exitoso del usuario""), [""NumeroCelular"":findTestData(""Usuarios"").getValue(1, 1), ""Contrasena"":findTestData(""Usuarios"").getValue(2, 1)], CONTINUE_ON_FAILURE)",,,,2022-05-24 15:23:11,2022-05-24 15:23:50,"39,001s",PASSED
,,,,,,,
