Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
02 HU- Soporte,,,,2022-05-23 12:40:27,2022-05-23 12:46:02,"5m - 35,403s",PASSED
,,,,,,,
Test Cases/Sprint 1/02HU-Soporte/20 Estructura de la pantalla - Pantalla de Soporte,,"Para ingresar a esta pantalla el usuario debe seleccionar el botón plano Soporte presente en la Pantalla Login, o seleccionar la opción Soporte en el menú principal de la App.


Datos utilizados
Ninguna

Pasos a seguir
Ninguna

Resultado Esperado
·         La pantalla cuenta con los siguientes elementos:

 Header con el nombre que la identifica “Soporte”.

Botón de flecha para regresar.

Lista de opciones disponibles:

Preguntas frecuentes.

 Bases y condiciones.

Seguridad.

Texto informativo con los datos de la App y del dispositivo",TET-830,2022-05-23 12:40:27,2022-05-23 12:41:11,"44,299s",PASSED
"startApplication(APKjose, false)",,,,2022-05-23 12:40:28,2022-05-23 12:40:49,"21,033s",PASSED
"delay(10, STOP_ON_FAILURE)",,,,2022-05-23 12:40:49,2022-05-23 12:40:59,"10,037s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Soporte""), 0)",,,,2022-05-23 12:40:59,2022-05-23 12:41:01,"2,145s",PASSED
"SoporteTitulo = getText(findTestObject(""Sprint 1/Soporte/android.widget.TextView - Soporte Titulo""), 0)",,,,2022-05-23 12:41:01,2022-05-23 12:41:02,"1,529s",PASSED
"verifyEqual(SoporteTitulo, ""Soporte"")",,,,2022-05-23 12:41:02,2022-05-23 12:41:02,"0,013s",PASSED
"PreguntasFrecuentes = getText(findTestObject(""Sprint 1/Soporte/android.widget.TextView - Preguntas frecuentes""), 0)",,,,2022-05-23 12:41:02,2022-05-23 12:41:03,"0,673s",PASSED
"verifyEqual(PreguntasFrecuentes, ""Preguntas frecuentes"")",,,,2022-05-23 12:41:03,2022-05-23 12:41:03,"0,002s",PASSED
"Basesycondiciones = getText(findTestObject(""Sprint 1/Soporte/android.widget.TextView - Bases y condiciones (1)""), 0)",,,,2022-05-23 12:41:03,2022-05-23 12:41:04,"0,752s",PASSED
"verifyEqual(Basesycondiciones, ""Bases y condiciones"")",,,,2022-05-23 12:41:04,2022-05-23 12:41:04,"0,002s",PASSED
"Seguridad = getText(findTestObject(""Sprint 1/Soporte/android.widget.TextView - Seguridad""), 0)",,,,2022-05-23 12:41:04,2022-05-23 12:41:04,"0,585s",PASSED
"verifyEqual(Seguridad, ""Seguridad"")",,,,2022-05-23 12:41:04,2022-05-23 12:41:04,"0,002s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.ImageView Boton Back""), 0)",,,,2022-05-23 12:41:04,2022-05-23 12:41:05,"0,627s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.Button - Soporte pantalla de inicio""), 0)",,,,2022-05-23 12:41:05,2022-05-23 12:41:08,"3,104s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.ImageView boton compartir""), 0)",,,,2022-05-23 12:41:08,2022-05-23 12:41:11,"2,558s",PASSED
"Textocompartir = getText(findTestObject(""Sprint 1/Soporte/android.widget.TextView - Se copi la informacin de esta versin en tu dispositivo""), 0)",,,,2022-05-23 12:41:11,2022-05-23 12:41:11,"0,433s",PASSED
"verifyEqual(Textocompartir, ""Se copió la información de esta versión en tu dispositivo."")",,,,2022-05-23 12:41:11,2022-05-23 12:41:11,"0,002s",PASSED
,,,,,,,
Test Cases/Sprint 1/02HU-Soporte/21 Especificaciones Funcionales - Pantalla Soporte desde la opción Soporte del menú principal de la App,,"El usuario debe poder ingresar a esta pantalla seleccionando el botón plano Soporte presente en la Pantalla Login, o seleccionando la opción Soporte en el menú principal de la App.",Pantalla de Soporte,2022-05-23 12:41:11,2022-05-23 12:41:38,"26,440s",PASSED
"startApplication(APKjose, false)",,,,2022-05-23 12:41:12,2022-05-23 12:41:24,"12,116s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-23 12:41:24,2022-05-23 12:41:34,"10,013s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.Button - Soporte pantalla de inicio""), 0)",,,,2022-05-23 12:41:34,2022-05-23 12:41:36,"2,415s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.ImageView Boton Back""), 0)",,,,2022-05-23 12:41:36,2022-05-23 12:41:38,"1,564s",PASSED
,,,,,,,
Test Cases/Sprint 1/02HU-Soporte/22 Especificaciones Funcionales - Validar las opciones en la pantalla de soporte,,"- Al seleccionar sobre la opción Preguntas frecuentes, se muestra la Pantalla Preguntas frecuentes.
2- Al seleccionar sobre la opción Términos y condiciones, se muestra la Pantalla Términos y condiciones.
3- Al seleccionar sobre la opción Seguridad, se muestra la Pantalla Seguridad.

El back nativo del sistema operativo regresa al usuario a la pantalla desde la que invocó la opción.

El texto mostrado en la pantalla es configurado por Spotlight.",TET-828,2022-05-23 12:41:38,2022-05-23 12:42:54,"1m - 16,006s",PASSED
"startApplication(APKjose, true)",,,,2022-05-23 12:41:38,2022-05-23 12:42:25,"47,378s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-23 12:42:25,2022-05-23 12:42:35,"10,015s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Soporte""), 0)",,,,2022-05-23 12:42:35,2022-05-23 12:42:38,"2,166s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/Soporte/android.widget.TextView - Preguntas frecuentes (1)""), 0)",,,,2022-05-23 12:42:38,2022-05-23 12:42:39,"1,650s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.ImageView Back Preguntas Frecuentes""), 0)",,,,2022-05-23 12:42:39,2022-05-23 12:42:44,"4,349s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/Soporte/android.widget.TextView - Bases y condiciones (1)""), 0)",,,,2022-05-23 12:42:44,2022-05-23 12:42:45,"1,665s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.ImageView Back Bases y Condiciones""), 0)",,,,2022-05-23 12:42:45,2022-05-23 12:42:50,"4,414s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/Soporte/android.widget.TextView - Seguridad""), 0)",,,,2022-05-23 12:42:50,2022-05-23 12:42:50,"0,496s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.ImageView Back Seguridad""), 0)",,,,2022-05-23 12:42:50,2022-05-23 12:42:54,"3,503s",PASSED
,,,,,,,
