Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
02 HU- Soporte,,,,2022-05-02 21:48:31,2022-05-02 21:54:28,"5m - 56,997s",PASSED
,,,,,,,
Test Cases/Sprint 1/02HU-Soporte/20 Estructura de la pantalla - Pantalla de Soporte,,"Para ingresar a esta pantalla el usuario debe seleccionar el botón plano Soporte presente en la Pantalla Login, o seleccionar la opción Soporte en el menú principal de la App.


Datos utilizados
Ninguna

Pasos a seguir
Ninguna

Resultado Esperado
·         La pantalla cuenta con los siguientes elementos:

 Header con el nombre que la identifica “Soporte”.

Botón de flecha para regresar.

Lista de opciones disponibles:

Preguntas frecuentes.

 Bases y condiciones.

Seguridad.

Texto informativo con los datos de la App y del dispositivo",TET-830,2022-05-02 21:48:31,2022-05-02 21:49:15,"43,531s",PASSED
"startApplication(APKjose, false)",,,,2022-05-02 21:48:32,2022-05-02 21:48:53,"20,756s",PASSED
"delay(10, STOP_ON_FAILURE)",,,,2022-05-02 21:48:53,2022-05-02 21:49:03,"10,035s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Soporte""), 0)",,,,2022-05-02 21:49:03,2022-05-02 21:49:06,"3,758s",PASSED
"SoporteTitulo = getText(findTestObject(""Sprint 1/Soporte/android.widget.TextView - Soporte Titulo""), 0)",,,,2022-05-02 21:49:06,2022-05-02 21:49:07,"0,845s",PASSED
"verifyEqual(SoporteTitulo, ""Soporte"")",,,,2022-05-02 21:49:07,2022-05-02 21:49:07,"0,013s",PASSED
"PreguntasFrecuentes = getText(findTestObject(""Sprint 1/Soporte/android.widget.TextView - Preguntas frecuentes""), 0)",,,,2022-05-02 21:49:07,2022-05-02 21:49:08,"0,655s",PASSED
"verifyEqual(PreguntasFrecuentes, ""Preguntas frecuentes"")",,,,2022-05-02 21:49:08,2022-05-02 21:49:08,"0,002s",PASSED
"Basesycondiciones = getText(findTestObject(""Sprint 1/Soporte/android.widget.TextView - Bases y condiciones""), 0)",,,,2022-05-02 21:49:08,2022-05-02 21:49:09,"0,540s",PASSED
"verifyEqual(Basesycondiciones, ""Bases y condiciones"")",,,,2022-05-02 21:49:09,2022-05-02 21:49:09,"0,002s",PASSED
"Seguridad = getText(findTestObject(""Sprint 1/Soporte/android.widget.TextView - Seguridad""), 0)",,,,2022-05-02 21:49:09,2022-05-02 21:49:09,"0,633s",PASSED
"verifyEqual(Seguridad, ""Seguridad"")",,,,2022-05-02 21:49:09,2022-05-02 21:49:09,"0,003s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.ImageView Boton Back""), 0)",,,,2022-05-02 21:49:09,2022-05-02 21:49:10,"0,577s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.Button - Soporte pantalla de inicio""), 0)",,,,2022-05-02 21:49:10,2022-05-02 21:49:12,"2,299s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.ImageView boton compartir""), 0)",,,,2022-05-02 21:49:12,2022-05-02 21:49:14,"2,123s",PASSED
"Textocompartir = getText(findTestObject(""Sprint 1/Soporte/android.widget.TextView - Se copi la informacin de esta versin en tu dispositivo""), 0)",,,,2022-05-02 21:49:14,2022-05-02 21:49:15,"0,392s",PASSED
"verifyEqual(Textocompartir, ""Se copió la información de esta versión en tu dispositivo."")",,,,2022-05-02 21:49:15,2022-05-02 21:49:15,"0,002s",PASSED
,,,,,,,
Test Cases/Sprint 1/02HU-Soporte/21 Especificaciones Funcionales - Pantalla Soporte desde la opción Soporte del menú principal de la App,,"El usuario debe poder ingresar a esta pantalla seleccionando el botón plano Soporte presente en la Pantalla Login, o seleccionando la opción Soporte en el menú principal de la App.",Pantalla de Soporte,2022-05-02 21:49:15,2022-05-02 21:49:41,"26,806s",PASSED
"startApplication(APKjose, false)",,,,2022-05-02 21:49:15,2022-05-02 21:49:27,"11,780s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-02 21:49:27,2022-05-02 21:49:37,"10,001s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.Button - Soporte pantalla de inicio""), 0)",,,,2022-05-02 21:49:37,2022-05-02 21:49:40,"3,284s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.ImageView Boton Back""), 0)",,,,2022-05-02 21:49:40,2022-05-02 21:49:41,"1,385s",PASSED
,,,,,,,
Test Cases/Sprint 1/02HU-Soporte/22 Especificaciones Funcionales - Validar las opciones en la pantalla de soporte,,"- Al seleccionar sobre la opción Preguntas frecuentes, se muestra la Pantalla Preguntas frecuentes.
2- Al seleccionar sobre la opción Términos y condiciones, se muestra la Pantalla Términos y condiciones.
3- Al seleccionar sobre la opción Seguridad, se muestra la Pantalla Seguridad.

El back nativo del sistema operativo regresa al usuario a la pantalla desde la que invocó la opción.

El texto mostrado en la pantalla es configurado por Spotlight.",TET-828,2022-05-02 21:49:41,2022-05-02 21:50:51,"1m - 9,200s",PASSED
"startApplication(APKjose, true)",,,,2022-05-02 21:49:42,2022-05-02 21:50:23,"41,305s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-02 21:50:23,2022-05-02 21:50:33,"10,003s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Soporte""), 0)",,,,2022-05-02 21:50:33,2022-05-02 21:50:35,"2,362s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/Soporte/android.widget.TextView - Preguntas frecuentes (1)""), 0)",,,,2022-05-02 21:50:35,2022-05-02 21:50:37,"1,760s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.ImageView Back Preguntas Frecuentes""), 0)",,,,2022-05-02 21:50:37,2022-05-02 21:50:41,"4,286s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/Soporte/android.widget.TextView - Bases y condiciones (1)""), 0)",,,,2022-05-02 21:50:41,2022-05-02 21:50:43,"1,496s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.ImageView Back Bases y Condiciones""), 0)",,,,2022-05-02 21:50:43,2022-05-02 21:50:46,"3,549s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/Soporte/android.widget.TextView - Seguridad""), 0)",,,,2022-05-02 21:50:46,2022-05-02 21:50:48,"1,373s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.ImageView Back Seguridad""), 0)",,,,2022-05-02 21:50:48,2022-05-02 21:50:51,"2,697s",PASSED
,,,,,,,
Test Cases/Sprint 1/02HU-Soporte/23 Especificaciones Funcionales - Compartir,,El back nativo del sistema operativo Android regresa al usuario a la pantalla desde la que invocó la opción.,Pantalla de Soporte,2022-05-02 21:50:51,2022-05-02 21:51:43,"51,994s",PASSED
"startApplication(APKjose, true)",,,,2022-05-02 21:50:51,2022-05-02 21:51:27,"36,452s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-02 21:51:27,2022-05-02 21:51:37,"10,003s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.Button - Soporte pantalla de inicio""), 0)",,,,2022-05-02 21:51:37,2022-05-02 21:51:39,"2,024s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.ImageView boton compartir""), 0)",,,,2022-05-02 21:51:39,2022-05-02 21:51:42,"2,319s",PASSED
"Textocompartir = getText(findTestObject(""Sprint 1/Soporte/android.widget.TextView - Se copi la informacin de esta versin en tu dispositivo""), 0)",,,,2022-05-02 21:51:42,2022-05-02 21:51:43,"0,777s",PASSED
