Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
01HU-Login-Cierre de Sesión,,,,2022-05-24 08:38:59,2022-05-24 08:50:19,"11m - 20,051s",FAILED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/01 Especificaciones Funcionales - Primer Login exitoso del Cliente,,"Si el nombre del cliente es mayor al límite máximo de caracteres que permite la resolución del dispositivo, la aplicación mostrará el nombre de usuario seguido de tres (03) puntos suspensivos (…), para indicar que continúa. No se generará una segunda línea con el nombre del usuario en ningún caso.
El límite de caracteres máximo a mostrar dependerá de la resolución del dispositivo móvil.


Precondiciones
El primer nombre del cliente será retornado por el servicio.


Datos utilizados
Cliente: 477726   Numero de documento: 3456789

LUIS AUGUSTO EMMANUEL DUARTE SANCHEZ


Pasos a seguir
Ingresar datos correctos del cliente, e iniciar sesión


Resultado Esperado
Al ingresar por primera vez en la aplicación, el texto de bienvenida expresa “¡Hola!”.

Si el usuario hace login exitoso, al cerrar sesión podrá ver en la Pantalla Login, el texto “¡Hola <Primer nombre del cliente>!”.",TET-918,2022-05-24 08:38:59,2022-05-24 08:40:49,"1m - 50,245s",PASSED
"startApplication(URL, true)",,,,2022-05-24 08:39:00,2022-05-24 08:39:52,"51,566s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-24 08:39:52,2022-05-24 08:40:02,"10,039s",PASSED
"Hola = getText(findTestObject(""Object Repository/Sprint 1/Inicio primera vez y cierre de sesion/android.widget.TextView - Hola Primer Login""), 0)",,,,2022-05-24 08:40:02,2022-05-24 08:40:04,"2,303s",PASSED
"verifyEqual(Hola, ""¡Hola!"")",,,,2022-05-24 08:40:04,2022-05-24 08:40:04,"0,011s",PASSED
"setText(findTestObject(""Object Repository/Sprint 1/Inicio primera vez y cierre de sesion/android.widget.EditText - Ejemplo 0981123456 (1)""), Numerocelular, 0)",,,,2022-05-24 08:40:04,2022-05-24 08:40:06,"1,498s",PASSED
"setText(findTestObject(""Object Repository/Sprint 1/Inicio primera vez y cierre de sesion/android.widget.EditText (2)""), Contrasena, 0)",,,,2022-05-24 08:40:06,2022-05-24 08:40:08,"1,906s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/Inicio primera vez y cierre de sesion/android.widget.Button - Ingresar (2)""), 0)",,,,2022-05-24 08:40:08,2022-05-24 08:40:09,"1,326s",PASSED
"tap(findTestObject(""Sprint 1/Inicio primera vez y cierre de sesion/android.widget.Button - NO (1)""), 0)",,,,2022-05-24 08:40:09,2022-05-24 08:40:34,"24,734s",PASSED
"tap(findTestObject(""Sprint 1/Inicio primera vez y cierre de sesion/android.widget.ImageView""), 0)",,,,2022-05-24 08:40:34,2022-05-24 08:40:35,"1,480s",PASSED
"tap(findTestObject(""Sprint 1/cierre de sesion/android.widget.ImageView Icono salir superior""), 0)",,,,2022-05-24 08:40:35,2022-05-24 08:40:38,"2,652s",PASSED
"tap(findTestObject(""Sprint 1/cierre de sesion/android.widget.Button - SI (cerrar sesion)""), 0)",,,,2022-05-24 08:40:38,2022-05-24 08:40:39,"0,707s",PASSED
"SILVIA = getText(findTestObject(""Sprint 1/Inicio primera vez y cierre de sesion/android.widget.TextView -  NombreUsuario""), 0)",,,,2022-05-24 08:40:39,2022-05-24 08:40:49,"10,462s",PASSED
"verifyEqual(Nombredeusuario, findTestData(""Usuarios"").getValue(4, 1))",,,,2022-05-24 08:40:49,2022-05-24 08:40:49,"0,057s",PASSED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/02Estructura de la pantalla - Pantalla de Login,,"La pantalla cuenta con los siguientes elementos:

Encabezado de la pantalla con banner principal.

Texto de bienvenida “¡Hola!”.

 Número de celular (Campo de texto).

Contraseña (Campo de texto).

 Icono de mostrar contraseña.

 ¿Olvidaste tu contraseña? (Botón plano).

Ingresar (Botón).

 Menú inferior:  Soporte (Botón plano).

El campo Número de celular muestra el texto de ayuda “Ejemplo: 0981748291”.",TET-920,2022-05-24 08:40:49,2022-05-24 08:41:18,"28,847s",PASSED
"startApplication(URL, false)",,,,2022-05-24 08:40:50,2022-05-24 08:41:04,"13,980s",PASSED
"delay(5, CONTINUE_ON_FAILURE)",,,,2022-05-24 08:41:04,2022-05-24 08:41:09,"5,011s",PASSED
"clearText(findTestObject(""Sprint 1/Login/android.widget.EditText - Numero de celular login""), 0)",,,,2022-05-24 08:41:09,2022-05-24 08:41:11,"2,043s",PASSED
"Banner = getAttribute(findTestObject(""Sprint 1/Login/android.widget.ImageView.Banner""), ""resource-id"", 0)",,,,2022-05-24 08:41:11,2022-05-24 08:41:12,"1,425s",PASSED
"verifyMatch(Banner, ""com.verticalapps.KonyMobileBanking:id/imgKonyLogo"", false)",,,,2022-05-24 08:41:12,2022-05-24 08:41:12,"0,010s",PASSED
"Hola = getText(findTestObject(""Sprint 1/Login/android.widget.TextView - Hola (1)""), 0, CONTINUE_ON_FAILURE)",,,,2022-05-24 08:41:12,2022-05-24 08:41:13,"0,994s",PASSED
"verifyEqual(Hola, ""¡Hola"")",,,,2022-05-24 08:41:13,2022-05-24 08:41:13,"0,002s",PASSED
"NumerodeCelular = getText(findTestObject(""Sprint 1/Login/android.widget.TextView - Nmero de celular""), 0)",,,,2022-05-24 08:41:13,2022-05-24 08:41:14,"0,776s",PASSED
