Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyEqual(OlvidastetuContrasena, ""¿Olvidaste tu contraseña?"")",,,,2022-05-23 18:55:33,2022-05-23 18:55:33,"0,001s",PASSED
"BotonIngresar = getAttribute(findTestObject(""Sprint 1/Login/android.widget.Button - Ingresar""), ""text"", 0)",,,,2022-05-23 18:55:33,2022-05-23 18:55:33,"0,537s",PASSED
"verifyEqual(BotonIngresar, ""Ingresar"")",,,,2022-05-23 18:55:33,2022-05-23 18:55:33,"0,002s",PASSED
"Registrarme = getAttribute(findTestObject(""Sprint 1/Login/android.widget.Button - Registrarme""), ""text"", 0)",,,,2022-05-23 18:55:33,2022-05-23 18:55:34,"0,526s",PASSED
"verifyEqual(Registrarme, ""Registrarme"")",,,,2022-05-23 18:55:34,2022-05-23 18:55:34,"0,002s",PASSED
"Soporte = getAttribute(findTestObject(""Sprint 1/Login/android.widget.Button - Soporte""), ""text"", 0)",,,,2022-05-23 18:55:34,2022-05-23 18:55:34,"0,413s",PASSED
"verifyEqual(Soporte, ""Soporte"")",,,,2022-05-23 18:55:34,2022-05-23 18:55:34,"0,007s",PASSED
"TextoAyuda = getAttribute(findTestObject(""Sprint 1/Login/android.widget.EditText - Ejemplo 0981123456""), ""text"", 0)",,,,2022-05-23 18:55:34,2022-05-23 18:55:35,"0,491s",PASSED
"verifyEqual(TextoAyuda, ""Ejemplo: 0981123456"")",,,,2022-05-23 18:55:35,2022-05-23 18:55:35,"0,002s",PASSED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/03Especificaciones funcionales - Botón Plano Olvidaste tu contraseña,,,,2022-05-23 18:55:35,2022-05-23 18:56:38,"1m - 2,713s",PASSED
"startApplication(URL, true)",,,,2022-05-23 18:55:36,2022-05-23 18:56:12,"36,704s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-23 18:56:12,2022-05-23 18:56:22,"10,015s",PASSED
"OlvidastetuContrasena = getText(findTestObject(""Object Repository/Sprint 1/Olvido Contrasena/android.widget.TextView - Olvidaste tu contrasena Pantalla de inicio""), 0)",,,,2022-05-23 18:56:22,2022-05-23 18:56:25,"2,296s",PASSED
"verifyEqual(OlvidastetuContrasena, ""¿Olvidaste tu contraseña?"")",,,,2022-05-23 18:56:25,2022-05-23 18:56:25,"0,002s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Olvidaste tu contrasea""), 0)",,,,2022-05-23 18:56:25,2022-05-23 18:56:26,"1,197s",PASSED
"Titulo = getText(findTestObject(""Object Repository/Sprint 1/Olvido Contrasena/android.widget.TextView - Olvidaste tu contrasea (pantalla Olvido)""), 0)",,,,2022-05-23 18:56:26,2022-05-23 18:56:27,"1,545s",PASSED
"verifyEqual(Titulo, ""¿Olvidaste tu contraseña?"")",,,,2022-05-23 18:56:27,2022-05-23 18:56:27,"0,002s",PASSED
"NumeroCedula = getText(findTestObject(""Sprint 1/Olvido Contrasena/android.widget.TextView - CI nmero""), 0)",,,,2022-05-23 18:56:27,2022-05-23 18:56:28,"0,705s",PASSED
"verifyEqual(NumeroCedula, ""CI número:"")",,,,2022-05-23 18:56:28,2022-05-23 18:56:28,"0,003s",PASSED
"TextoAyuda = getText(findTestObject(""Object Repository/Sprint 1/Olvido Contrasena/android.widget.EditText - Ejemplo 1234567""), 0)",,,,2022-05-23 18:56:28,2022-05-23 18:56:29,"0,625s",PASSED
"verifyEqual(TextoAyuda, ""Ejemplo: 1234567"")",,,,2022-05-23 18:56:29,2022-05-23 18:56:29,"0,002s",PASSED
"Nrodecelularconelqueteregistraste = getText(findTestObject(""Sprint 1/Olvido Contrasena/android.widget.TextView - Nro. de celular con el que te registraste""), 0)",,,,2022-05-23 18:56:29,2022-05-23 18:56:29,"0,596s",PASSED
"verifyEqual(Nrodecelularconelqueteregistraste, ""Nro. de celular con el que te registraste:"")",,,,2022-05-23 18:56:29,2022-05-23 18:56:29,"0,002s",PASSED
"TextoAyuda1 = getText(findTestObject(""Object Repository/Sprint 1/Olvido Contrasena/android.widget.EditText - Ejemplo 0981123456""), 0)",,,,2022-05-23 18:56:29,2022-05-23 18:56:30,"0,598s",PASSED
"verifyEqual(TextoAyuda1, ""Ejemplo: 0981123456"")",,,,2022-05-23 18:56:30,2022-05-23 18:56:30,"0,003s",PASSED
"Correoelectronicoconelqueteregistraste = getText(findTestObject(""Object Repository/Sprint 1/Olvido Contrasena/android.widget.TextView - Correo electrnico con el que te registraste""), 0)",,,,2022-05-23 18:56:30,2022-05-23 18:56:31,"1,289s",PASSED
"verifyEqual(Correoelectronicoconelqueteregistraste, ""Correo electrónico con el que te registraste:"")",,,,2022-05-23 18:56:31,2022-05-23 18:56:31,"0,001s",PASSED
"Ejemplo = getText(findTestObject(""Object Repository/Sprint 1/Olvido Contrasena/android.widget.EditText - Ejemplo ejemplogmail.com""), 0)",,,,2022-05-23 18:56:31,2022-05-23 18:56:32,"0,443s",PASSED
"verifyEqual(Ejemplo, ""Ejemplo: ejemplo@gmail.com"")",,,,2022-05-23 18:56:32,2022-05-23 18:56:32,"0,001s",PASSED
"Continuar = getText(findTestObject(""Object Repository/Sprint 1/Olvido Contrasena/android.widget.Button - Continuar""), 0)",,,,2022-05-23 18:56:32,2022-05-23 18:56:32,"0,435s",PASSED
"verifyEqual(Continuar, ""Continuar"")",,,,2022-05-23 18:56:32,2022-05-23 18:56:32,"0,001s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/Olvido Contrasena/android.widget.ImageView Boton Back superior""), 0)",,,,2022-05-23 18:56:32,2022-05-23 18:56:32,"0,423s",PASSED
"tap(findTestObject(""Sprint 1/Olvido Contrasena/android.widget.TextView - Olvidaste tu contrasena Pantalla de inicio""), 0)",,,,2022-05-23 18:56:32,2022-05-23 18:56:36,"3,196s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/Olvido Contrasena/android.widget.ImageView (boton x)""), 0)",,,,2022-05-23 18:56:36,2022-05-23 18:56:38,"1,971s",PASSED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/05 Especificaciones Funcionales - Focus,,,,2022-05-23 18:56:38,2022-05-23 18:57:16,"37,917s",PASSED
"startApplication(URL, false)",,,,2022-05-23 18:56:38,2022-05-23 18:56:51,"13,412s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-23 18:56:51,2022-05-23 18:57:01,"10,011s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.TextView - Nmero de celular""), 0, CONTINUE_ON_FAILURE)",,,,2022-05-23 18:57:01,2022-05-23 18:57:03,"1,927s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.EditText - tipear contrasea""), 0)",,,,2022-05-23 18:57:03,2022-05-23 18:57:05,"1,335s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Olvidaste tu contrasea""), 0)",,,,2022-05-23 18:57:05,2022-05-23 18:57:06,"1,741s",PASSED
"tap(findTestObject(""Sprint 1/Olvido Contrasena/android.widget.ImageView Boton Back superior""), 0)",,,,2022-05-23 18:57:06,2022-05-23 18:57:08,"1,493s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Soporte""), 0)",,,,2022-05-23 18:57:08,2022-05-23 18:57:11,"2,731s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.ImageView Back Pantalla Soporte""), 0)",,,,2022-05-23 18:57:11,2022-05-23 18:57:12,"1,498s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Registrarme""), 0)",,,,2022-05-23 18:57:12,2022-05-23 18:57:15,"2,409s",PASSED
pressBack(),,,,2022-05-23 18:57:15,2022-05-23 18:57:16,"1,051s",PASSED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/07 Especificaciones Funcionales - Campo contraseña,,,,2022-05-23 18:57:16,2022-05-23 18:57:45,"29,757s",PASSED
"startApplication(URL, false)",,,,2022-05-23 18:57:16,2022-05-23 18:57:28,"11,951s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-23 18:57:28,2022-05-23 18:57:38,"10,014s",PASSED
"clearText(findTestObject(""Sprint 1/Login/android.widget.EditText - Numero de celular login""), 0)",,,,2022-05-23 18:57:38,2022-05-23 18:57:40,"1,993s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - Ejemplo 0981123456""), Numerocelular, 0)",,,,2022-05-23 18:57:40,2022-05-23 18:57:42,"2,067s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - tipear contrasea""), Contrasena, 0)",,,,2022-05-23 18:57:42,2022-05-23 18:57:44,"2,110s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.view.ViewGroup Ojito Ver contrasea""), 0)",,,,2022-05-23 18:57:44,2022-05-23 18:57:45,"1,190s",PASSED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/10 Especificaciones Funcionales para el campo numero de Celular,,"Precondiciones
Número de celular comience con los dígitos “09”

Número de celular sea seis (6), siete (7), ocho (8) o nueve (9).",TET-911,2022-05-23 18:57:45,2022-05-23 18:58:12,"26,622s",FAILED
"startApplication(URL, false)",,,,2022-05-23 18:57:46,2022-05-23 18:58:00,"14,258s",PASSED
delay(10),,,,2022-05-23 18:58:00,2022-05-23 18:58:10,"10,025s",PASSED
"NumeroCelular = getText(findTestObject(""Sprint 1/Login/android.widget.EditText - Numero de celular login""), 0)",,,,2022-05-23 18:58:10,2022-05-23 18:58:12,"1,943s",PASSED
"verifyEqual(NumeroCelular, NumeroEsperado)",,,,2022-05-23 18:58:12,2022-05-23 18:58:12,"0,016s",FAILED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/11 Especificaciones Funcionales - Login exitoso del usuario,,"Pasos a seguir
Ingresar a la aplicación y validar las descripciones detalladas en el  resultado esperado.


Resultado Esperado
Si supera las validaciones front, se enviará la información al back y se aplicarán las validaciones correspondientes.

Se debe validar que el usuario y contraseña sean correctos y coincidan.

Si no coindicen, se mostrará un mensaje de error en ventana emergente de color Mensaje de error, en la parte superior de la pantalla, con el texto “El número de celular y/o la contraseña ingresados son incorrectos.”.

Una vez iniciada la sesión se muestra la pantalla de dashboard

Al ingresar a la sesión del usuario, de forma exitosa, el sistema recordará el Número de celular predeterminadamente.",TET-909,2022-05-23 18:58:12,2022-05-23 18:58:45,"32,581s",PASSED
"startApplication(APKjose, false)",,,,2022-05-23 18:58:12,2022-05-23 18:58:26,"13,838s",PASSED
"delay(10, STOP_ON_FAILURE)",,,,2022-05-23 18:58:26,2022-05-23 18:58:36,"10,010s",PASSED
"clearText(findTestObject(""Sprint 1/Login/android.widget.EditText - Numero de celular login""), 0)",,,,2022-05-23 18:58:36,2022-05-23 18:58:38,"1,942s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - Ejemplo 0981123456""), Numerocelular, 0)",,,,2022-05-23 18:58:38,2022-05-23 18:58:41,"2,569s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - tipear contrasea""), Contrasena, 0)",,,,2022-05-23 18:58:41,2022-05-23 18:58:43,"1,850s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Ingresar""), 0)",,,,2022-05-23 18:58:43,2022-05-23 18:58:45,"1,997s",PASSED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/12Especificaciones Funcionales - Login Fallido del usuario,,,,2022-05-23 18:58:45,2022-05-23 19:00:29,"1m - 44,159s",FAILED
"startApplication(URL, false)",,,,2022-05-23 18:58:45,2022-05-23 18:58:59,"13,519s",PASSED
"delay(10, STOP_ON_FAILURE)",,,,2022-05-23 18:58:59,2022-05-23 18:59:09,"10,017s",PASSED
"clearText(findTestObject(""Sprint 1/Login/android.widget.EditText - Numero de celular login""), 0)",,,,2022-05-23 18:59:09,2022-05-23 18:59:11,"1,996s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - Ejemplo 0981123456""), numerocelular, 0)",,,,2022-05-23 18:59:11,2022-05-23 18:59:14,"3,097s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - tipear contrasea""), contrasena, 0)",,Login Fallido,,2022-05-23 18:59:14,2022-05-23 18:59:15,"1,853s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Ingresar""), 0)",,,,2022-05-23 18:59:15,2022-05-23 18:59:17,"1,667s",PASSED
"numerocontrasenaincorrecto = getText(findTestObject(""Sprint 1/inicio fallido/android.widget.TextView - mensaje contrasena incorrecta""), 0)",,,,2022-05-23 18:59:17,2022-05-23 18:59:47,"30,097s",FAILED
"verifyEqual(numerocontrasenaincorrecto, """"El número de celular y/o la contraseña ingresados son incorrectos.”."")",,,,2022-05-23 18:59:47,2022-05-23 18:59:47,"0,003s",FAILED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Ingresar""), 0)",,,,2022-05-23 18:59:47,2022-05-23 18:59:48,"0,522s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-23 18:59:48,2022-05-23 18:59:58,"10,015s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Ingresar""), 0)",,,,2022-05-23 18:59:58,2022-05-23 18:59:59,"0,841s",PASSED
"UsuarioBloqueado = getText(findTestObject(""Sprint 1/inicio fallido/android.widget.TextView - Ups Se bloque tu contrasea. Para poder reingresar pods restaurarla""), 0)",,,,2022-05-23 18:59:59,2022-05-23 19:00:29,"30,083s",FAILED
"verifyEqual(UsuarioBloqueado, ""Ups! Se bloqueó tu contraseña. Para poder reingresar podés restaurarla."")",,,,2022-05-23 19:00:29,2022-05-23 19:00:29,"0,003s",FAILED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/14 Cierre de Sesion - Tiempo de Inactividad,,,,2022-05-23 19:00:29,2022-05-23 19:06:30,"6m - 1,603s",FAILED
"startApplication(URL, false)",,,,2022-05-23 19:00:29,2022-05-23 19:00:42,"13,206s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-23 19:00:42,2022-05-23 19:00:52,"10,002s",PASSED
"clearText(findTestObject(""Sprint 1/Login/android.widget.EditText - Numero de celular login""), 0)",,,,2022-05-23 19:00:52,2022-05-23 19:00:54,"2,031s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - Ejemplo 0981123456""), Numerocelular, 0)",,,,2022-05-23 19:00:54,2022-05-23 19:00:57,"2,302s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - tipear contrasea""), Contrasena, 0)",,,,2022-05-23 19:00:57,2022-05-23 19:00:59,"2,282s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/cierre de sesion/android.widget.Button - Ingresar""), 0)",,,,2022-05-23 19:00:59,2022-05-23 19:01:00,"1,336s",PASSED
"delay(300, CONTINUE_ON_FAILURE)",,,,2022-05-23 19:01:00,2022-05-23 19:06:00,"5m - 0,028s",PASSED
"MensajeInactividad = getText(findTestObject(""Sprint 1/cierre de sesion/android.widget.TextView - Sesin cerrada por inactividad. Ingres de nuevo""), 0)",,,,2022-05-23 19:06:00,2022-05-23 19:06:30,"30,095s",FAILED
"verifyEqual(MensajeInactividad, ""Sesión cerrada por inactividad. Ingresá de nuevo."")",,,,2022-05-23 19:06:30,2022-05-23 19:06:30,"0,003s",FAILED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/15 Cerrar sesión del cliente desde la pantalla Dashboard,,"Precondiciones
La pantalla de cierre de sesión se muestran en dos momentos: 

 Para ver esta pantalla el usuario debe cerrar sesión a través del botón Cerrar sesión ubicado en la parte superior del menú lateral de Android o en la parte superior de la opción Menú de iOS.

La pantalla se presenta cuando se cumple el tiempo de inactividad y el sistema cierra la sesión de forma automática

·         No se muestra ningún mensaje informativo o pop up de confirmación antes de ejecutar el cierre de sesión.


Datos utilizados
Ninguna

Pasos a seguir
Cerrar sesión del cliente de manera manual

Validar el tiempo de inactividad.


Resultado Esperado
·         El ícono de confirmación es una imagen definida para este fin.

·         El texto informativo 1 indica lo siguiente: “Sesión cerrada correctamente”.

·         El texto informativo 2 indica lo siguiente “Por favor ingresá nuevamente”.

·         Al seleccionar el botón Ingresar se muestra la Pantalla Login.

·         El back nativo del sistema operativo muestra un pop up con los siguientes elementos:

Mensaje con el texto “¿Estás seguro de querer salir de la aplicación?”.

 Botón No.    Botón Sí.

 El botón No mantiene al usuario en la Pantalla Cierre de sesión.

 El botón Sí, se cierra la aplicación móvil.",TET-900,2022-05-23 19:06:30,2022-05-23 19:07:51,"1m - 20,437s",FAILED
"startApplication(URL, false)",,,,2022-05-23 19:06:31,2022-05-23 19:06:43,"12,444s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-23 19:06:43,2022-05-23 19:06:53,"10,004s",PASSED
"clearText(findTestObject(""Sprint 1/Login/android.widget.EditText - Numero de celular login""), 0)",,,,2022-05-23 19:06:53,2022-05-23 19:06:55,"2,288s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - Ejemplo 0981123456""), Numerocelular, 0)",,,,2022-05-23 19:06:55,2022-05-23 19:06:58,"2,588s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - tipear contrasea""), Contrasena, 0)",,,,2022-05-23 19:06:58,2022-05-23 19:07:00,"1,854s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/cierre de sesion/android.widget.Button - Ingresar""), 0)",,,,2022-05-23 19:07:00,2022-05-23 19:07:01,"1,327s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/cierre de sesion/android.widget.ImageView Menu hamburguesa Inferior""), 0)",,,,2022-05-23 19:07:01,2022-05-23 19:07:19,"17,411s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/cierre de sesion/android.widget.ImageView Icono salir superior""), 0)",,,,2022-05-23 19:07:19,2022-05-23 19:07:21,"2,106s",PASSED
"tap(findTestObject(""Sprint 1/cierre de sesion/android.widget.Button - cierresesionSi""), 0)",,,,2022-05-23 19:07:21,2022-05-23 19:07:51,"30,117s",FAILED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/16 Cierre de sesión del cliente desde la pantalla Resumen de Saldo,,"l back nativo del sistema operativo muestra un alert con los siguientes elementos:
1- Mensaje con el texto “¿Estás seguro de querer salir?”.
2- Botón No.
3- Botón Sí.

Al seleccionar el botón No, cierra el alert y mantiene al usuario en la Pantalla Resumen de saldo.

Al seleccionar el botón Sí, se cierra la aplicación móvil y se muestra al usuario la Pantalla Cierre de sesión.

Cierre de Sesion por inactividad",TET-948,2022-05-23 19:07:51,2022-05-23 19:09:14,"1m - 23,618s",FAILED
"startApplication(URL, false)",,,,2022-05-23 19:07:51,2022-05-23 19:08:03,"12,286s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-23 19:08:03,2022-05-23 19:08:13,"10,007s",PASSED
"clearText(findTestObject(""Sprint 1/Login/android.widget.EditText - Numero de celular login""), 0)",,,,2022-05-23 19:08:13,2022-05-23 19:08:16,"2,135s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - Ejemplo 0981123456""), Numerocelular, 0)",,,,2022-05-23 19:08:16,2022-05-23 19:08:18,"2,055s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - tipear contrasea""), Contrasena, 0)",,,,2022-05-23 19:08:18,2022-05-23 19:08:20,"2,381s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/cierre de sesion/android.widget.Button - Ingresar""), 0)",,,,2022-05-23 19:08:20,2022-05-23 19:08:21,"1,349s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/cierre de sesion/android.widget.ImageView Menu hamburguesa Inferior""), 0)",,,,2022-05-23 19:08:21,2022-05-23 19:08:42,"20,686s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/cierre de sesion/android.widget.ImageView Icono salir superior""), 0)",,,,2022-05-23 19:08:42,2022-05-23 19:08:44,"2,338s",PASSED
"tap(findTestObject(""Sprint 1/cierre de sesion/android.widget.Button - cierresesionSi""), 0)",,,,2022-05-23 19:08:44,2022-05-23 19:09:14,"30,077s",FAILED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/18 Validaciones Funcionales - Intentar iniciar sesión con falla de conexión,,"n caso de falla de conexión, al seleccionar el botón Ingresar, se mostrará un alert nativo del SO con los siguientes elementos:
1- Título “Mensaje”.
2- Texto: “Ups! Hubo una falla en la conexión. Por favor, verificá y probá de nuevo.”.
3- Botón Aceptar.",TET-906,2022-05-23 19:09:14,2022-05-23 19:09:52,"37,817s",FAILED
"startApplication(URL, false)",,,,2022-05-23 19:09:15,2022-05-23 19:09:28,"12,796s",PASSED
"delay(10, STOP_ON_FAILURE)",,,,2022-05-23 19:09:28,2022-05-23 19:09:38,"10,015s",PASSED
"toggleAirplaneMode(""yes"", CONTINUE_ON_FAILURE)",,,,2022-05-23 19:09:38,2022-05-23 19:09:42,"4,637s",PASSED
"clearText(findTestObject(""Sprint 1/Login/android.widget.EditText - Numero de celular login""), 0)",,,,2022-05-23 19:09:42,2022-05-23 19:09:44,"2,268s",PASSED
