Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
02 HU- Soporte,,,,2022-05-23 23:23:32,2022-05-23 23:29:02,"5m - 29,318s",PASSED
,,,,,,,
Test Cases/Sprint 1/02HU-Soporte/20 Estructura de la pantalla - Pantalla de Soporte,,"Para ingresar a esta pantalla el usuario debe seleccionar el botón plano Soporte presente en la Pantalla Login, o seleccionar la opción Soporte en el menú principal de la App.


Datos utilizados
Ninguna

Pasos a seguir
Ninguna

Resultado Esperado
·         La pantalla cuenta con los siguientes elementos:

 Header con el nombre que la identifica “Soporte”.

Botón de flecha para regresar.

Lista de opciones disponibles:

Preguntas frecuentes.

 Bases y condiciones.

Seguridad.

Texto informativo con los datos de la App y del dispositivo",TET-830,2022-05-23 23:23:33,2022-05-23 23:24:32,"59,530s",PASSED
"startApplication(URL, false)",,,,2022-05-23 23:23:33,2022-05-23 23:24:10,"36,943s",PASSED
"delay(10, STOP_ON_FAILURE)",,,,2022-05-23 23:24:10,2022-05-23 23:24:20,"10,038s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Soporte""), 0)",,,,2022-05-23 23:24:20,2022-05-23 23:24:23,"2,146s",PASSED
"SoporteTitulo = getText(findTestObject(""Sprint 1/Soporte/android.widget.TextView - Soporte Titulo""), 0)",,,,2022-05-23 23:24:23,2022-05-23 23:24:24,"1,499s",PASSED
"verifyEqual(SoporteTitulo, ""Soporte"")",,,,2022-05-23 23:24:24,2022-05-23 23:24:24,"0,012s",PASSED
"PreguntasFrecuentes = getText(findTestObject(""Sprint 1/Soporte/android.widget.TextView - Preguntas frecuentes""), 0)",,,,2022-05-23 23:24:24,2022-05-23 23:24:25,"0,835s",PASSED
"verifyEqual(PreguntasFrecuentes, ""Preguntas frecuentes"")",,,,2022-05-23 23:24:25,2022-05-23 23:24:25,"0,002s",PASSED
"Basesycondiciones = getText(findTestObject(""Sprint 1/Soporte/android.widget.TextView - Bases y condiciones (1)""), 0)",,,,2022-05-23 23:24:25,2022-05-23 23:24:25,"0,604s",PASSED
"verifyEqual(Basesycondiciones, ""Bases y condiciones"")",,,,2022-05-23 23:24:25,2022-05-23 23:24:25,"0,002s",PASSED
"Seguridad = getText(findTestObject(""Sprint 1/Soporte/android.widget.TextView - Seguridad""), 0)",,,,2022-05-23 23:24:25,2022-05-23 23:24:26,"0,644s",PASSED
"verifyEqual(Seguridad, ""Seguridad"")",,,,2022-05-23 23:24:26,2022-05-23 23:24:26,"0,002s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.ImageView Boton Back""), 0)",,,,2022-05-23 23:24:26,2022-05-23 23:24:27,"0,646s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.Button - Soporte pantalla de inicio""), 0)",,,,2022-05-23 23:24:27,2022-05-23 23:24:30,"3,650s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.ImageView boton compartir""), 0)",,,,2022-05-23 23:24:30,2022-05-23 23:24:32,"1,247s",PASSED
"Textocompartir = getText(findTestObject(""Sprint 1/Soporte/android.widget.TextView - Se copi la informacin de esta versin en tu dispositivo""), 0)",,,,2022-05-23 23:24:32,2022-05-23 23:24:32,"0,471s",PASSED
"verifyEqual(Textocompartir, ""Se copió la información de esta versión en tu dispositivo."")",,,,2022-05-23 23:24:32,2022-05-23 23:24:32,"0,002s",PASSED
,,,,,,,
Test Cases/Sprint 1/02HU-Soporte/21 Especificaciones Funcionales - Pantalla Soporte desde la opción Soporte del menú principal de la App,,"El usuario debe poder ingresar a esta pantalla seleccionando el botón plano Soporte presente en la Pantalla Login, o seleccionando la opción Soporte en el menú principal de la App.",Pantalla de Soporte,2022-05-23 23:24:32,2022-05-23 23:25:00,"27,865s",PASSED
"startApplication(URL, false)",,,,2022-05-23 23:24:32,2022-05-23 23:24:46,"13,272s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-23 23:24:46,2022-05-23 23:24:56,"10,011s",PASSED
